,league,season,team_x,player_name,nationality,position,age,YOB,MP,Starts,Min,90s_r,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Unnamed: 78,Unnamed: 79,xA,A-xAG,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Live,Dead,FK.1,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp.4,Off,Blocks,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,SCA,SCA90,PassLive,PassDead,TO,Sh.1,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.2,Fld.1,Def.1,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att.4,Tkl%,Lost,Blocks.1,Sh.3,Pass,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Touches,Def Pen,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Att Pen,Live.1,Att.5,Succ,Succ%,Tkld,Tkld%,Carries,TotDist.1,PrgDist.1,PrgC.1,1/3,CPA,Mis,Dis,Rec,PrgR.1,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,MP.1,Min.1,Mn/MP,Min%,90s,Starts.1,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,team_id,player_id,league_id,market_value_in_eur,team_y
554,ITA-Serie A,1920,Juventus,Leonardo Bonucci,ITA,DF,32.0,1987.0,35.0,35.0,3082.0,34.2,3.0,0.0,3.0,3.0,0.0,0.0,10.0,0.0,3.4,3.4,0.6,3.9,16.0,144.0,3.0,0.09,0.0,0.09,0.09,0.09,0.1,0.02,0.12,0.1,0.12,ITA,DF,32.0,1987.0,34.2,3.0,23.0,8.0,34.8,0.67,0.23,0.13,0.38,14.7,0.0,0.0,0.0,3.4,3.4,0.15,-0.4,-0.4,ITA,DF,32.0,1987.0,34.2,1844.0,2133.0,86.5,38259.0,17862.0,554.0,585.0,94.7,989.0,1071.0,92.3,277.0,419.0,66.1,0.0,0.6,0.9,-0.6,11.0,168.0,6.0,3.0,144.0,ITA,DF,32.0,1987.0,34.2,2133.0,2045.0,79.0,75.0,8.0,35.0,6.0,4.0,0.0,0.0,0.0,0.0,1844.0,9.0,8.0,ITA,DF,32.0,1987.0,34.2,33.0,0.96,31.0,0.0,0.0,2.0,0.0,0.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,ITA,DF,32.0,1987.0,34.2,28.0,17.0,18.0,8.0,2.0,12.0,17.0,70.6,5.0,32.0,29.0,3.0,31.0,59.0,94.0,2.0,ITA,DF,32.0,1987.0,34.2,2376.0,269.0,1013.0,1297.0,74.0,22.0,2376.0,5.0,4.0,80.0,1.0,20.0,1557.0,6892.0,4072.0,16.0,12.0,2.0,8.0,4.0,1787.0,3.0,ITA,DF,32.0,1987.0,35,3082.0,88.0,90.1,34.2,35,88.0,32.0,0,,0,2.22,73.0,38.0,35.0,1.02,1.55,64.4,38.7,25.7,0.75,0.63,506,39983,IT1,16500000.0,Juventus FC
555,ITA-Serie A,1920,Juventus,Mattia De Sciglio,ITA,DF,26.0,1992.0,9.0,6.0,471.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,13.0,32.0,24.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,ITA,DF,26.0,1992.0,5.2,0.0,1.0,0.0,0.0,0.19,0.0,0.0,,25.9,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,ITA,DF,26.0,1992.0,5.2,282.0,342.0,82.5,4739.0,1572.0,133.0,148.0,89.9,112.0,128.0,87.5,25.0,40.0,62.5,0.0,0.1,0.2,-0.1,2.0,18.0,5.0,0.0,32.0,ITA,DF,26.0,1992.0,5.2,342.0,289.0,53.0,9.0,0.0,3.0,8.0,44.0,0.0,0.0,0.0,0.0,282.0,0.0,7.0,ITA,DF,26.0,1992.0,5.2,11.0,2.11,8.0,0.0,2.0,0.0,1.0,0.0,3.0,0.57,3.0,0.0,0.0,0.0,0.0,0.0,ITA,DF,26.0,1992.0,5.2,10.0,8.0,6.0,4.0,0.0,6.0,14.0,42.9,8.0,5.0,2.0,3.0,8.0,18.0,18.0,1.0,ITA,DF,26.0,1992.0,5.2,397.0,18.0,128.0,203.0,71.0,4.0,397.0,13.0,10.0,76.9,3.0,23.1,233.0,1245.0,549.0,13.0,10.0,2.0,7.0,5.0,256.0,24.0,ITA,DF,26.0,1992.0,9,471.0,52.0,13.8,5.2,6,73.0,4.0,3,11.0,10,2.67,10.0,3.0,7.0,1.34,0.54,7.4,6.4,1.0,0.19,-0.57,506,88682,IT1,9500000.0,Juventus FC
556,ITA-Serie A,1920,Lazio,Ciro Immobile,ITA,FW,29.0,1990.0,37.0,36.0,3170.0,35.2,36.0,9.0,45.0,22.0,14.0,15.0,8.0,0.0,27.2,15.3,6.3,21.6,94.0,96.0,253.0,1.02,0.26,1.28,0.62,0.88,0.77,0.18,0.95,0.44,0.61,ITA,FW,29.0,1990.0,35.2,36.0,127.0,56.0,44.1,3.61,1.59,0.17,0.39,17.3,0.0,14.0,15.0,27.2,15.3,0.12,8.8,6.7,ITA,FW,29.0,1990.0,35.2,687.0,912.0,75.3,9524.0,2100.0,382.0,470.0,81.3,183.0,234.0,78.2,48.0,61.0,78.7,9.0,6.3,4.1,2.7,59.0,38.0,37.0,0.0,96.0,ITA,FW,29.0,1990.0,35.2,912.0,876.0,29.0,1.0,5.0,12.0,13.0,9.0,2.0,0.0,0.0,0.0,687.0,7.0,29.0,ITA,FW,29.0,1990.0,35.2,117.0,3.32,84.0,0.0,12.0,11.0,9.0,1.0,19.0,0.54,10.0,0.0,2.0,1.0,5.0,1.0,ITA,FW,29.0,1990.0,35.2,8.0,6.0,2.0,4.0,2.0,0.0,24.0,0.0,24.0,10.0,2.0,8.0,11.0,19.0,7.0,0.0,ITA,FW,29.0,1990.0,35.2,1284.0,11.0,90.0,491.0,722.0,229.0,1269.0,55.0,23.0,41.8,32.0,58.2,761.0,4690.0,2389.0,94.0,53.0,44.0,97.0,30.0,1033.0,253.0,ITA,FW,29.0,1990.0,37,3170.0,86.0,92.7,35.2,36,87.0,29.0,1,38.0,0,2.11,76.0,38.0,38.0,1.08,1.44,63.2,46.7,16.5,0.47,0.35,398,105521,IT1,45000000.0,SS Lazio
557,ITA-Serie A,1920,Lazio,Danilo Cataldi,ITA,MF,24.0,1994.0,21.0,3.0,592.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.7,1.2,12.0,58.0,7.0,0.15,0.0,0.15,0.15,0.15,0.07,0.11,0.18,0.07,0.18,ITA,MF,24.0,1994.0,6.6,1.0,9.0,1.0,11.1,1.37,0.15,0.11,1.0,33.3,2.0,0.0,0.0,0.5,0.5,0.05,0.5,0.5,ITA,MF,24.0,1994.0,6.6,370.0,447.0,82.8,6654.0,2689.0,161.0,175.0,92.0,155.0,181.0,85.6,42.0,69.0,60.9,0.0,0.7,1.0,-0.7,12.0,52.0,6.0,2.0,58.0,ITA,MF,24.0,1994.0,6.6,447.0,399.0,48.0,19.0,1.0,4.0,35.0,4.0,25.0,8.0,13.0,0.0,370.0,0.0,7.0,ITA,MF,24.0,1994.0,6.6,31.0,4.71,23.0,6.0,1.0,1.0,0.0,0.0,2.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,ITA,MF,24.0,1994.0,6.6,17.0,11.0,10.0,5.0,2.0,10.0,20.0,50.0,10.0,7.0,1.0,6.0,13.0,30.0,10.0,0.0,ITA,MF,24.0,1994.0,6.6,519.0,26.0,124.0,287.0,115.0,3.0,519.0,2.0,2.0,100.0,0.0,0.0,288.0,1778.0,1006.0,12.0,10.0,1.0,11.0,2.0,326.0,7.0,ITA,MF,24.0,1994.0,21,592.0,28.0,17.3,6.6,3,69.0,0.0,18,21.0,12,2.1,18.0,7.0,11.0,1.67,0.84,12.7,13.7,-1.0,-0.15,-0.72,398,199733,IT1,3100000.0,SS Lazio
558,ITA-Serie A,1920,Lazio,Jony,ESP,"DF,FW",28.0,1991.0,24.0,14.0,1177.0,13.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,1.8,2.2,33.0,28.0,110.0,0.0,0.08,0.08,0.0,0.08,0.03,0.14,0.17,0.03,0.17,ESP,"DF,FW",28.0,1991.0,13.1,0.0,11.0,1.0,9.1,0.84,0.08,0.0,0.0,25.0,1.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3,ESP,"DF,FW",28.0,1991.0,13.1,427.0,636.0,67.1,8042.0,2508.0,197.0,230.0,85.7,133.0,195.0,68.2,80.0,157.0,51.0,1.0,1.8,1.6,-0.8,18.0,19.0,26.0,18.0,28.0,ESP,"DF,FW",28.0,1991.0,13.1,636.0,496.0,138.0,13.0,1.0,7.0,128.0,97.0,28.0,10.0,13.0,0.0,427.0,2.0,25.0,ESP,"DF,FW",28.0,1991.0,13.1,32.0,2.45,21.0,10.0,0.0,1.0,0.0,0.0,4.0,0.31,4.0,0.0,0.0,0.0,0.0,0.0,ESP,"DF,FW",28.0,1991.0,13.1,13.0,9.0,7.0,4.0,2.0,5.0,23.0,21.7,18.0,11.0,2.0,9.0,14.0,27.0,17.0,0.0,ESP,"DF,FW",28.0,1991.0,13.1,761.0,19.0,155.0,270.0,343.0,18.0,761.0,23.0,10.0,43.5,13.0,56.5,357.0,2020.0,1044.0,33.0,20.0,9.0,22.0,6.0,461.0,110.0,ESP,"DF,FW",28.0,1991.0,24,1177.0,49.0,34.4,13.1,14,68.0,4.0,10,22.0,12,2.04,21.0,15.0,6.0,0.46,-0.79,21.0,16.3,4.7,0.36,-0.13,398,228761,IT1,7650000.0,SS Lazio
559,ITA-Serie A,1920,Lazio,Jordan Lukaku,BEL,DF,25.0,1994.0,13.0,1.0,396.0,4.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.5,0.6,20.0,8.0,37.0,0.0,0.45,0.45,0.0,0.45,0.02,0.12,0.14,0.02,0.14,BEL,DF,25.0,1994.0,4.4,0.0,2.0,0.0,0.0,0.45,0.0,0.0,,17.8,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,BEL,DF,25.0,1994.0,4.4,125.0,167.0,74.9,1897.0,578.0,72.0,83.0,86.7,42.0,54.0,77.8,8.0,18.0,44.4,2.0,0.5,0.4,1.5,10.0,6.0,7.0,5.0,8.0,BEL,DF,25.0,1994.0,4.4,167.0,141.0,25.0,0.0,0.0,0.0,19.0,25.0,0.0,0.0,0.0,0.0,125.0,1.0,6.0,BEL,DF,25.0,1994.0,4.4,17.0,3.86,13.0,2.0,1.0,0.0,0.0,1.0,2.0,0.45,2.0,0.0,0.0,0.0,0.0,0.0,BEL,DF,25.0,1994.0,4.4,4.0,2.0,1.0,1.0,2.0,2.0,4.0,50.0,2.0,2.0,1.0,1.0,0.0,4.0,9.0,0.0,BEL,DF,25.0,1994.0,4.4,198.0,9.0,46.0,68.0,86.0,5.0,198.0,11.0,7.0,63.6,4.0,36.4,113.0,650.0,405.0,20.0,6.0,2.0,4.0,4.0,124.0,37.0,BEL,DF,25.0,1994.0,13,396.0,30.0,11.6,4.4,1,45.0,0.0,12,29.0,13,1.69,9.0,4.0,5.0,1.14,0.18,8.0,5.9,2.1,0.48,0.04,398,140804,IT1,4000000.0,SS Lazio
560,ITA-Serie A,1920,Lazio,Lucas Leiva,BRA,MF,32.0,1987.0,25.0,23.0,1808.0,20.1,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,0.5,0.5,1.7,2.2,18.0,124.0,10.0,0.0,0.05,0.05,0.0,0.05,0.02,0.08,0.11,0.02,0.11,BRA,MF,32.0,1987.0,20.1,0.0,10.0,3.0,30.0,0.5,0.15,0.0,0.0,21.4,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5,BRA,MF,32.0,1987.0,20.1,978.0,1142.0,85.6,17528.0,5923.0,425.0,473.0,89.9,406.0,460.0,88.3,124.0,148.0,83.8,1.0,1.7,1.1,-0.7,19.0,95.0,10.0,0.0,124.0,BRA,MF,32.0,1987.0,20.1,1142.0,1109.0,29.0,27.0,2.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,978.0,4.0,15.0,BRA,MF,32.0,1987.0,20.1,42.0,2.09,36.0,1.0,0.0,2.0,2.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,BRA,MF,32.0,1987.0,20.1,60.0,35.0,25.0,31.0,4.0,28.0,72.0,38.9,44.0,29.0,6.0,23.0,47.0,107.0,34.0,1.0,BRA,MF,32.0,1987.0,20.1,1354.0,68.0,343.0,870.0,152.0,8.0,1354.0,10.0,5.0,50.0,5.0,50.0,632.0,3008.0,1502.0,18.0,16.0,0.0,16.0,9.0,832.0,10.0,BRA,MF,32.0,1987.0,25,1808.0,72.0,52.9,20.1,23,76.0,11.0,2,25.0,2,2.08,42.0,18.0,24.0,1.19,0.47,35.9,23.1,12.9,0.64,0.42,398,41414,IT1,5000000.0,SS Lazio
561,ITA-Serie A,1920,Lazio,Luis Alberto,ESP,MF,26.0,1992.0,36.0,36.0,3113.0,34.6,6.0,15.0,21.0,5.0,1.0,1.0,5.0,0.0,6.6,5.8,11.4,17.2,203.0,371.0,163.0,0.17,0.43,0.61,0.14,0.58,0.19,0.33,0.52,0.17,0.5,ESP,MF,26.0,1992.0,34.6,6.0,97.0,27.0,27.8,2.8,0.78,0.05,0.19,21.6,11.0,1.0,1.0,6.6,5.8,0.06,-0.6,-0.8,ESP,MF,26.0,1992.0,34.6,1793.0,2296.0,78.1,30192.0,10809.0,843.0,950.0,88.7,685.0,810.0,84.6,196.0,364.0,53.8,15.0,11.4,8.9,3.6,106.0,303.0,90.0,7.0,371.0,ESP,MF,26.0,1992.0,34.6,2296.0,1977.0,295.0,69.0,28.0,18.0,177.0,21.0,151.0,51.0,73.0,0.0,1793.0,24.0,38.0,ESP,MF,26.0,1992.0,34.6,225.0,6.5,149.0,40.0,17.0,14.0,1.0,4.0,29.0,0.84,23.0,2.0,0.0,1.0,1.0,2.0,ESP,MF,26.0,1992.0,34.6,50.0,30.0,21.0,19.0,10.0,27.0,82.0,32.9,55.0,32.0,1.0,31.0,21.0,71.0,9.0,1.0,ESP,MF,26.0,1992.0,34.6,2653.0,14.0,260.0,1371.0,1086.0,98.0,2652.0,107.0,73.0,68.2,34.0,31.8,1620.0,11683.0,7365.0,203.0,171.0,29.0,51.0,47.0,1901.0,163.0,ESP,MF,26.0,1992.0,36,3113.0,86.0,91.0,34.6,36,86.0,26.0,0,,0,2.08,75.0,37.0,38.0,1.1,1.39,62.3,44.3,18.0,0.52,0.87,398,128220,IT1,49666666.666666664,SS Lazio
562,ITA-Serie A,1920,Lazio,Manuel Lazzari,ITA,DF,25.0,1993.0,32.0,29.0,2548.0,28.3,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,1.3,1.3,3.2,4.5,140.0,39.0,267.0,0.0,0.11,0.11,0.0,0.11,0.05,0.11,0.16,0.05,0.16,ITA,DF,25.0,1993.0,28.3,0.0,15.0,9.0,60.0,0.53,0.32,0.0,0.0,17.1,0.0,0.0,0.0,1.3,1.3,0.09,-1.3,-1.3,ITA,DF,25.0,1993.0,28.3,835.0,1066.0,78.3,11933.0,2589.0,482.0,543.0,88.8,257.0,327.0,78.6,45.0,89.0,50.6,3.0,3.2,2.8,-0.2,35.0,14.0,38.0,22.0,39.0,ITA,DF,25.0,1993.0,28.3,1066.0,892.0,172.0,14.0,3.0,3.0,135.0,158.0,0.0,0.0,0.0,0.0,835.0,2.0,33.0,ITA,DF,25.0,1993.0,28.3,69.0,2.44,55.0,3.0,4.0,3.0,4.0,0.0,9.0,0.32,6.0,0.0,1.0,2.0,0.0,0.0,ITA,DF,25.0,1993.0,28.3,20.0,11.0,10.0,7.0,3.0,10.0,31.0,32.3,21.0,11.0,1.0,10.0,8.0,28.0,34.0,0.0,ITA,DF,25.0,1993.0,28.3,1272.0,42.0,279.0,407.0,599.0,84.0,1272.0,62.0,32.0,51.6,30.0,48.4,790.0,5909.0,3870.0,140.0,85.0,40.0,39.0,17.0,853.0,267.0,ITA,DF,25.0,1993.0,32,2548.0,80.0,74.5,28.3,29,85.0,19.0,3,30.0,4,2.0,52.0,33.0,19.0,0.67,-1.19,48.7,38.1,10.7,0.38,-0.26,398,331401,IT1,16250000.0,SS Lazio
563,ITA-Serie A,1920,Lazio,Marco Parolo,ITA,MF,34.0,1985.0,29.0,17.0,1700.0,18.9,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.8,0.8,0.4,1.1,8.0,82.0,28.0,0.05,0.0,0.05,0.05,0.05,0.04,0.02,0.06,0.04,0.06,ITA,MF,34.0,1985.0,18.9,1.0,17.0,6.0,35.3,0.9,0.32,0.06,0.17,20.1,0.0,0.0,0.0,0.8,0.8,0.05,0.2,0.2,ITA,MF,34.0,1985.0,18.9,665.0,772.0,86.1,10617.0,3507.0,340.0,377.0,90.2,251.0,279.0,90.0,48.0,66.0,72.7,0.0,0.4,0.6,-0.4,8.0,81.0,7.0,1.0,82.0,ITA,MF,34.0,1985.0,18.9,772.0,756.0,14.0,13.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,665.0,2.0,12.0,ITA,MF,34.0,1985.0,18.9,25.0,1.32,19.0,1.0,1.0,2.0,1.0,1.0,2.0,0.11,1.0,0.0,0.0,1.0,0.0,0.0,ITA,MF,34.0,1985.0,18.9,54.0,26.0,19.0,27.0,8.0,18.0,46.0,39.1,28.0,44.0,15.0,29.0,26.0,80.0,49.0,0.0,ITA,MF,34.0,1985.0,18.9,1002.0,64.0,287.0,552.0,168.0,26.0,1002.0,8.0,4.0,50.0,4.0,50.0,431.0,1736.0,873.0,8.0,18.0,1.0,16.0,5.0,547.0,28.0,ITA,MF,34.0,1985.0,29,1700.0,59.0,49.7,18.9,17,84.0,13.0,12,23.0,8,1.76,28.0,24.0,4.0,0.21,-1.51,29.5,26.2,3.4,0.18,-0.53,398,84545,IT1,1550000.0,SS Lazio
564,ITA-Serie A,1920,Lazio,Patric,ESP,DF,26.0,1993.0,21.0,19.0,1670.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.2,0.2,0.2,0.3,16.0,114.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,ESP,DF,26.0,1993.0,18.6,0.0,6.0,0.0,0.0,0.32,0.0,0.0,,25.2,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,ESP,DF,26.0,1993.0,18.6,1081.0,1227.0,88.1,22156.0,7193.0,325.0,359.0,90.5,577.0,616.0,93.7,167.0,224.0,74.6,0.0,0.2,0.6,-0.2,5.0,97.0,6.0,2.0,114.0,ESP,DF,26.0,1993.0,18.6,1227.0,1184.0,42.0,22.0,2.0,8.0,11.0,20.0,0.0,0.0,0.0,0.0,1081.0,1.0,9.0,ESP,DF,26.0,1993.0,18.6,28.0,1.51,27.0,0.0,1.0,0.0,0.0,0.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,ESP,DF,26.0,1993.0,18.6,34.0,20.0,24.0,7.0,3.0,18.0,25.0,72.0,7.0,19.0,9.0,10.0,15.0,49.0,45.0,0.0,ESP,DF,26.0,1993.0,18.6,1358.0,117.0,518.0,758.0,93.0,4.0,1358.0,6.0,5.0,83.3,1.0,16.7,867.0,4894.0,2697.0,16.0,11.0,1.0,6.0,1.0,973.0,12.0,ESP,DF,26.0,1993.0,21,1670.0,80.0,48.8,18.6,19,83.0,12.0,2,45.0,11,2.0,39.0,20.0,19.0,1.02,0.1,34.7,24.4,10.2,0.55,0.21,398,126729,IT1,7833333.333333333,SS Lazio
565,ITA-Serie A,1920,Lazio,Sergej Milinković-Savić,SRB,MF,24.0,1995.0,37.0,35.0,3029.0,33.7,7.0,4.0,11.0,7.0,0.0,0.0,9.0,0.0,6.6,6.6,4.7,11.3,58.0,194.0,144.0,0.21,0.12,0.33,0.21,0.33,0.2,0.14,0.34,0.2,0.34,SRB,MF,24.0,1995.0,33.7,7.0,87.0,25.0,28.7,2.59,0.74,0.08,0.28,18.2,7.0,0.0,0.0,6.6,6.6,0.08,0.4,0.4,SRB,MF,24.0,1995.0,33.7,1338.0,1773.0,75.5,23603.0,6666.0,619.0,749.0,82.6,495.0,626.0,79.1,170.0,247.0,68.8,4.0,4.7,3.6,-0.7,47.0,138.0,49.0,10.0,194.0,SRB,MF,24.0,1995.0,33.7,1773.0,1708.0,55.0,26.0,10.0,34.0,42.0,27.0,2.0,0.0,1.0,0.0,1338.0,10.0,41.0,SRB,MF,24.0,1995.0,33.7,111.0,3.3,93.0,1.0,2.0,7.0,4.0,4.0,16.0,0.48,13.0,0.0,1.0,1.0,1.0,0.0,SRB,MF,24.0,1995.0,33.7,60.0,35.0,25.0,24.0,11.0,15.0,79.0,19.0,64.0,67.0,16.0,51.0,37.0,97.0,60.0,1.0,SRB,MF,24.0,1995.0,33.7,2272.0,91.0,430.0,1116.0,750.0,114.0,2272.0,58.0,41.0,70.7,17.0,29.3,1217.0,5829.0,2684.0,58.0,59.0,5.0,81.0,47.0,1648.0,144.0,SRB,MF,24.0,1995.0,37,3029.0,82.0,88.6,33.7,35,85.0,25.0,2,34.0,0,2.03,71.0,39.0,32.0,0.95,-0.2,60.4,45.7,14.7,0.44,-0.05,398,266302,IT1,71333333.33333333,SS Lazio
566,ITA-Serie A,1920,Lecce,Andrea Tabanelli,ITA,MF,29.0,1990.0,13.0,11.0,964.0,10.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,0.2,1.2,24.0,28.0,54.0,0.09,0.0,0.09,0.09,0.09,0.1,0.02,0.12,0.1,0.12,ITA,MF,29.0,1990.0,10.7,1.0,11.0,2.0,18.2,1.03,0.19,0.09,0.5,15.8,1.0,0.0,0.0,1.1,1.1,0.1,-0.1,-0.1,ITA,MF,29.0,1990.0,10.7,277.0,352.0,78.7,4307.0,1013.0,145.0,171.0,84.8,111.0,138.0,80.4,17.0,25.0,68.0,0.0,0.2,0.2,-0.2,5.0,21.0,4.0,2.0,28.0,ITA,MF,29.0,1990.0,10.7,352.0,337.0,13.0,7.0,0.0,0.0,13.0,5.0,1.0,0.0,0.0,0.0,277.0,2.0,7.0,ITA,MF,29.0,1990.0,10.7,16.0,1.49,10.0,2.0,0.0,0.0,3.0,1.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,ITA,MF,29.0,1990.0,10.7,22.0,13.0,10.0,9.0,3.0,8.0,28.0,28.6,20.0,13.0,2.0,11.0,11.0,33.0,19.0,0.0,ITA,MF,29.0,1990.0,10.7,495.0,23.0,119.0,237.0,146.0,32.0,495.0,20.0,12.0,60.0,8.0,40.0,296.0,1864.0,993.0,24.0,21.0,6.0,29.0,18.0,343.0,54.0,ITA,MF,29.0,1990.0,13,964.0,74.0,28.2,10.7,11,81.0,8.0,2,39.0,2,1.15,15.0,17.0,-2.0,-0.19,0.95,15.0,21.8,-6.8,-0.63,0.25,1005,134369,IT1,725000.0,US Lecce
567,ITA-Serie A,1920,Lecce,Biagio Meccariello,ITA,DF,28.0,1991.0,14.0,8.0,768.0,8.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.5,9.0,18.0,11.0,0.12,0.0,0.12,0.12,0.12,0.05,0.02,0.06,0.05,0.06,ITA,DF,28.0,1991.0,8.5,1.0,6.0,2.0,33.3,0.7,0.23,0.17,0.5,15.1,0.0,0.0,0.0,0.4,0.4,0.07,0.6,0.6,ITA,DF,28.0,1991.0,8.5,324.0,396.0,81.8,6233.0,2438.0,119.0,135.0,88.1,164.0,189.0,86.8,36.0,59.0,61.0,0.0,0.2,0.1,-0.2,5.0,14.0,1.0,1.0,18.0,ITA,DF,28.0,1991.0,8.5,396.0,353.0,42.0,9.0,0.0,6.0,9.0,33.0,0.0,0.0,0.0,0.0,324.0,1.0,3.0,ITA,DF,28.0,1991.0,8.5,13.0,1.53,10.0,1.0,0.0,0.0,0.0,2.0,2.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0,ITA,DF,28.0,1991.0,8.5,23.0,13.0,15.0,6.0,2.0,12.0,29.0,41.4,17.0,14.0,2.0,12.0,10.0,33.0,25.0,0.0,ITA,DF,28.0,1991.0,8.5,485.0,50.0,235.0,195.0,59.0,11.0,485.0,9.0,6.0,66.7,3.0,33.3,265.0,1101.0,585.0,9.0,6.0,2.0,6.0,1.0,281.0,11.0,ITA,DF,28.0,1991.0,14,768.0,55.0,22.5,8.5,8,81.0,3.0,6,21.0,10,0.64,15.0,21.0,-6.0,-0.7,0.21,15.1,20.4,-5.4,-0.63,0.23,1005,124002,IT1,550000.0,US Lecce
568,ITA-Serie A,1920,Lecce,Brayan Vera,COL,"DF,FW",20.0,1999.0,8.0,1.0,155.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,2.0,4.0,17.0,0.0,0.58,0.58,0.0,0.58,0.08,0.12,0.2,0.08,0.2,COL,"DF,FW",20.0,1999.0,1.7,0.0,4.0,0.0,0.0,2.32,0.0,0.0,,28.1,1.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,COL,"DF,FW",20.0,1999.0,1.7,60.0,78.0,76.9,1080.0,367.0,28.0,33.0,84.8,27.0,30.0,90.0,5.0,11.0,45.5,1.0,0.2,0.1,0.8,3.0,1.0,1.0,1.0,4.0,COL,"DF,FW",20.0,1999.0,1.7,78.0,60.0,18.0,5.0,0.0,1.0,10.0,10.0,3.0,0.0,0.0,0.0,60.0,0.0,5.0,COL,"DF,FW",20.0,1999.0,1.7,5.0,2.9,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.58,1.0,0.0,0.0,0.0,0.0,0.0,COL,"DF,FW",20.0,1999.0,1.7,4.0,1.0,2.0,1.0,1.0,3.0,7.0,42.9,4.0,1.0,0.0,1.0,1.0,5.0,4.0,0.0,COL,"DF,FW",20.0,1999.0,1.7,103.0,7.0,35.0,27.0,43.0,2.0,103.0,2.0,1.0,50.0,1.0,50.0,46.0,226.0,108.0,2.0,0.0,0.0,6.0,5.0,64.0,17.0,COL,"DF,FW",20.0,1999.0,8,155.0,19.0,4.5,1.7,1,77.0,0.0,7,11.0,30,0.38,2.0,2.0,0.0,0.0,0.91,1.6,4.1,-2.5,-1.47,-0.69,1005,642967,IT1,475000.0,US Lecce
